alpha_gate,gate,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,RHOTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,"GT_IDs
"
1.0,0.7,65.768,66.155,65.926,71.751,82.507,76.778,74.594,86.728,68.691,77.077,83.697,64.511,76.651,84.937,77.204,82.084,94.388,56.932,29.794,13.274,44235,9655,2630,298,193,101,45,384,64.286,75.81,70.868,81.492,38191,15699,8674,46865,53890,261,"339
"
0.0,0.8,61.731,64.68,59.484,71.289,80.853,74.548,66.299,86.694,65.013,72.405,83.276,60.296,73.682,85.047,75.003,81.587,92.533,55.752,31.858,12.389,43967,9923,3548,712,189,108,42,659,61.482,68.947,64.869,73.573,34958,18932,12557,47515,53890,192,"339
"
1.0,0.3,69.236,67.435,71.545,71.975,84.3,77.08,83.84,86.971,71.699,80.884,84.463,68.317,78.753,85.091,78.985,82.182,96.255,57.522,28.319,14.159,44288,9602,1723,125,195,96,48,259,66.5,81.234,75.296,88.19,40577,13313,5434,46011,53890,390,"339
"
0.1,0.0,69.178,67.265,71.604,71.653,84.513,76.77,84.145,87.019,71.569,80.642,84.553,68.185,78.473,85.154,78.72,81.752,96.424,56.637,28.024,15.339,44056,9834,1634,133,192,95,52,266,66.336,80.922,74.765,88.183,40291,13599,5399,45690,53890,398,"339
"
0.9,0.7,65.773,66.216,65.888,71.925,82.349,76.659,74.933,86.686,68.751,77.064,83.614,64.436,76.766,84.864,77.33,82.336,94.268,57.227,29.204,13.569,44371,9519,2698,304,194,99,46,385,64.303,75.902,71.099,81.402,38315,15575,8754,47069,53890,261,"339
"
0.8,0.7,65.911,66.155,66.218,71.808,82.419,76.957,75.072,86.696,68.869,77.276,83.642,64.636,76.69,84.929,77.213,82.169,94.311,57.227,30.383,12.389,44281,9609,2671,282,194,103,42,365,64.306,76.232,71.325,81.864,38437,15453,8515,46952,53890,258,"339
"
0.7,0.9,63.877,65.601,62.739,71.851,81.551,75.881,70.822,86.728,67.048,74.877,83.513,62.532,75.539,85.094,76.174,82.14,93.229,57.227,28.909,13.864,44265,9625,3215,342,194,98,47,434,63.295,72.538,68.224,77.435,36766,17124,10714,47480,53890,220,"339
"
0.2,0.7,65.174,65.495,65.374,71.268,82.233,74.963,75.911,86.858,68.175,76.162,83.755,63.789,74.888,85.18,75.906,81.286,93.793,54.867,31.563,13.569,43805,10085,2899,549,186,107,46,527,62.841,74.903,69.909,80.665,37674,16216,9030,46704,53890,291,"339
"
0.3,0.4,68.589,66.447,71.277,71.128,83.964,77.011,83.161,86.985,71.138,80.117,84.287,67.528,77.363,85.264,77.834,81.273,95.941,55.457,29.794,14.749,43798,10092,1853,254,188,101,50,368,65.387,80.449,74.299,87.709,40040,13850,5611,45651,53890,401,"339
"
0.6,0.6,67.463,66.406,69.034,71.704,83.064,77.208,79.384,86.904,70.285,78.842,84.08,66.29,76.851,85.151,77.324,81.824,94.787,55.752,29.499,14.749,44095,9795,2425,255,189,100,50,380,64.701,78.424,73.062,84.637,39373,14517,7147,46520,53890,321,"339
"
0.3,0.2,69.216,67.482,71.452,71.877,84.527,76.55,84.379,87.003,71.605,80.766,84.555,68.292,78.844,85.121,79.093,82.063,96.506,57.227,28.319,14.454,44224,9666,1601,134,194,96,49,267,66.634,81.25,75.17,88.399,40509,13381,5316,45825,53890,402,"339
"
0.9,0.4,68.572,67.171,70.479,71.992,83.85,76.824,82.102,86.917,71.167,80.126,84.253,67.509,78.298,85.066,78.595,82.227,95.77,57.522,28.319,14.159,44312,9578,1957,160,195,96,48,286,66.018,80.318,74.639,86.933,40223,13667,6046,46269,53890,364,"339
"
0.9,0.5,67.808,67.058,69.054,72.042,83.59,76.816,80.012,86.877,70.464,79.295,84.166,66.739,77.964,85.102,78.291,82.238,95.42,57.227,28.319,14.454,44318,9572,2127,176,194,96,49,295,65.713,79.063,73.602,85.4,39664,14226,6781,46445,53890,333,"339
"
0.0,0.5,66.321,65.749,67.408,71.395,82.435,76.352,77.199,86.814,69.297,77.725,83.706,65.061,75.708,85.11,76.625,81.616,94.236,56.637,29.794,13.569,43983,9907,2690,494,192,101,46,483,63.555,76.728,71.59,82.66,38580,15310,8093,46673,53890,294,"339
"
1.0,0.4,68.589,67.138,70.547,71.971,83.828,76.874,82.23,86.911,71.191,80.185,84.213,67.526,78.324,85.061,78.623,82.24,95.788,57.522,28.024,14.454,44319,9571,1949,161,195,95,49,285,66.039,80.359,74.676,86.978,40243,13647,6025,46268,53890,362,"339
"
0.6,0.5,67.834,66.75,69.42,71.807,83.456,76.707,80.587,86.916,70.536,79.262,84.187,66.728,77.432,85.137,77.833,81.937,95.229,55.162,30.383,14.454,44156,9734,2212,216,187,103,49,332,65.254,79.222,73.693,85.647,39713,14177,6655,46368,53890,351,"339
"
1.0,0.9,63.385,65.724,61.687,71.884,81.673,74.795,69.903,86.671,66.491,74.375,83.415,62.04,75.888,85.004,76.554,82.284,93.489,57.227,29.499,13.274,44343,9547,3088,359,194,100,45,427,63.549,71.762,67.461,76.648,36355,17535,11076,47431,53890,231,"339
"
0.2,1.0,63.586,65.071,62.648,71.184,81.689,75.266,71.309,86.861,66.694,74.25,83.743,62.179,74.335,85.198,75.224,81.182,93.162,54.277,31.563,14.159,43749,10141,3211,479,184,107,48,518,62.318,71.756,67.142,77.051,36183,17707,10777,46960,53890,262,"339
"
0.9,0.3,69.226,67.432,71.529,71.971,84.3,77.064,83.841,86.971,71.69,80.872,84.464,68.308,78.746,85.092,78.979,82.177,96.255,57.227,28.614,14.159,44285,9605,1723,126,194,97,48,260,66.495,81.213,75.274,88.169,40565,13325,5443,46008,53890,391,"339
"
0.2,0.5,67.007,65.776,68.756,70.797,83.354,75.694,80.957,86.942,69.698,78.18,84.086,65.739,76.018,85.256,76.671,80.803,95.135,56.047,29.794,14.159,43545,10345,2227,352,190,101,48,464,64.104,78.034,72.156,84.954,38885,15005,6887,45772,53890,387,"339
"
0.9,1.0,62.854,65.587,60.776,71.899,81.409,74.709,68.803,86.653,66.008,73.755,83.447,61.546,75.595,84.842,76.276,82.297,93.182,57.522,29.204,13.274,44350,9540,3245,367,195,99,45,420,63.12,71.354,67.187,76.073,36207,17683,11388,47595,53890,218,"339
"
0.3,0.7,65.74,65.51,66.48,71.108,82.462,75.919,76.42,86.851,68.676,76.935,83.808,64.478,75.276,85.122,76.062,81.147,94.104,55.162,31.268,13.569,43730,10160,2740,424,187,106,46,488,63.203,75.462,70.267,81.487,37867,16023,8603,46470,53890,309,"339
"
0.1,0.6,63.852,65.159,63.12,70.836,82.264,73.476,74.389,86.823,66.773,74.575,83.75,62.457,74.734,85.147,75.78,80.945,94.003,56.047,30.383,13.569,43621,10269,2783,564,190,103,46,547,62.711,73.508,68.402,79.437,36862,17028,9542,46404,53890,304,"339
"
0.3,0.9,64.406,65.108,64.222,70.985,81.952,76.094,73.112,86.789,67.436,75.441,83.685,63.133,75.159,85.025,75.84,81.228,93.779,54.572,30.383,15.044,43774,10116,2904,367,185,103,51,461,62.995,73.691,68.76,79.384,37055,16835,9623,46678,53890,283,"339
"
0.7,0.1,69.312,67.304,71.839,71.696,84.512,76.763,84.467,87.016,71.708,80.805,84.55,68.321,78.527,85.154,78.775,81.806,96.428,56.932,28.614,14.454,44085,9805,1633,134,193,97,49,270,66.382,80.998,74.856,88.237,40340,13550,5378,45718,53890,402,"339
"
0.9,0.6,66.998,66.694,67.81,72.164,82.845,77.532,76.841,86.819,69.878,78.498,83.905,65.863,77.471,84.989,77.844,82.475,94.683,58.997,27.729,13.274,44446,9444,2496,201,200,94,45,321,65.09,77.745,72.733,83.499,39196,14694,7746,46942,53890,282,"339
"
0.9,0.2,69.332,67.481,71.697,71.92,84.452,76.866,84.219,86.981,71.748,80.9,84.51,68.369,78.812,85.103,79.048,82.104,96.411,57.227,28.319,14.454,44246,9644,1647,127,194,96,49,256,66.581,81.284,75.253,88.366,40554,13336,5339,45893,53890,397,"339
"
0.0,0.1,69.281,67.087,72,71.564,84.309,76.94,84.924,86.929,71.724,80.999,84.395,68.359,78.514,85.204,78.762,81.822,96.395,56.932,28.614,14.454,44094,9796,1649,134,193,97,49,273,66.407,81.033,74.908,88.25,40368,13522,5375,45743,53890,405,"339
"
0.4,0.7,66.263,65.861,67.185,71.535,82.427,76.593,76.792,86.849,69.247,77.55,83.832,65.011,75.955,85.133,76.591,81.689,94.126,56.047,29.794,14.159,44022,9868,2747,343,190,101,48,433,63.81,76.17,71.138,81.969,38336,15554,8433,46769,53890,290,"339
"
1.0,0.6,66.83,66.663,67.496,72.239,82.697,76.803,76.873,86.813,69.753,78.298,83.87,65.668,77.395,85.064,77.76,82.557,94.509,58.997,27.434,13.569,44490,9400,2585,197,200,93,46,307,65.064,77.71,72.796,83.335,39230,14660,7845,47075,53890,283,"339
"
0.9,0.9,63.354,65.689,61.632,72.024,81.442,75.075,69.903,86.678,66.533,74.437,83.441,62.111,75.608,84.941,76.263,82.349,93.118,57.227,29.794,12.979,44378,9512,3280,353,194,101,44,416,63.207,71.806,67.654,76.501,36459,17431,11199,47658,53890,222,"339
"
0.4,0.8,64.352,65.632,63.62,71.469,82.095,75.748,72.601,86.754,67.344,75.384,83.673,63.076,75.552,84.977,76.209,81.633,93.77,56.047,30.383,13.569,43992,9898,2923,354,190,103,46,420,63.288,73.248,68.508,78.693,36919,16971,9996,46915,53890,275,"339
"
0.3,0.1,69.343,67.334,71.874,71.744,84.483,76.862,84.467,87.005,71.749,80.863,84.53,68.354,78.532,85.144,78.779,81.85,96.384,56.932,28.614,14.454,44109,9781,1655,133,193,97,49,267,66.373,81.277,75.149,88.493,40498,13392,5266,45764,53890,401,"339
"
0.4,0.1,69.217,67.318,71.629,71.701,84.528,76.592,84.33,87.021,71.605,80.685,84.558,68.225,78.508,85.158,78.764,81.794,96.428,56.932,28.614,14.454,44079,9811,1633,138,193,97,49,272,66.368,81.053,74.903,88.303,40365,13525,5347,45712,53890,403,"339
"
0.6,0.9,64.379,65.85,63.47,71.824,81.967,76.171,71.4,86.745,67.429,75.463,83.645,63.121,75.973,85.097,76.576,82.101,93.696,57.817,28.614,13.569,44244,9646,2977,325,196,97,46,419,63.738,73.349,68.811,78.529,37082,16808,10139,47221,53890,226,"339
"
0.5,0.7,66.187,66.016,66.883,71.665,82.45,76.699,76.323,86.796,69.151,77.438,83.789,64.885,76.148,85.024,76.777,81.848,94.165,56.932,29.499,13.569,44108,9782,2733,339,193,100,46,400,63.89,76.485,71.483,82.24,38522,15368,8319,46841,53890,283,"339
"
0.8,1.0,63.625,65.647,62.206,71.814,81.618,75.615,70.237,86.678,66.744,74.599,83.558,62.333,75.827,84.965,76.458,82.223,93.447,57.817,28.024,14.159,44310,9580,3107,340,196,95,48,411,63.464,72.536,68.18,77.487,36742,17148,10675,47417,53890,225,"339
"
0.8,0.5,68.048,67.073,69.522,72.112,83.504,77.061,80.165,86.851,70.738,79.673,84.116,67.018,78.167,84.999,78.464,82.41,95.43,56.637,29.204,14.159,44411,9479,2127,160,192,99,48,288,65.804,79.611,74.181,85.9,39976,13914,6562,46538,53890,328,"339
"
