alpha_gate,gate,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,RHOTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,"GT_IDs
"
0.9,0.4,56.883,56.799,57.197,60.637,77.021,62.639,76.375,81.083,58.859,75.74,76.485,57.929,70.196,78.408,70.317,74.523,94.658,45.729,42.181,12.089,220643,75432,12452,359,348,321,92,1010,54.104,75.276,67.27,85.446,199170,96905,33925,233095,296075,909,"761
"
0.8,0.5,55.901,56.716,55.34,60.657,76.829,62.226,73.082,81.064,57.902,74.429,76.398,56.862,69.958,78.407,70.118,74.534,94.406,45.861,42.313,11.827,220677,75398,13076,473,349,322,90,1103,53.864,73.572,65.829,83.38,194903,101172,38850,233753,296075,848,"761
"
0.7,1.0,45.771,55.535,38.071,60.212,75.335,58.882,46.957,80.958,47.803,60.367,75.833,45.778,67.384,78.349,67.989,73.957,92.533,44.152,44.547,11.301,218968,77107,17671,1791,336,339,86,2541,51.371,54.76,49.264,61.637,145857,150218,90782,236639,296075,451,"761
"
0.7,0.9,45.916,55.355,38.411,60.13,75.121,59.14,47.528,80.933,47.993,60.701,75.727,45.967,67.149,78.353,67.775,73.91,92.336,44.021,44.678,11.301,218828,77247,18162,1854,335,340,86,2691,51.15,55.603,50.055,62.534,148200,147875,88790,236990,296075,454,"761
"
1.0,0.0,57.076,56.788,57.594,60.608,77.055,62.701,77.129,81.093,59.049,75.983,76.509,58.133,70.167,78.42,70.288,74.472,94.681,45.729,42.05,12.221,220492,75583,12386,359,348,320,93,1009,54.096,75.79,67.702,86.074,200448,95627,32430,232878,296075,932,"761
"
0.8,1.0,45.117,55.462,37.007,60.181,75.237,58.375,45.883,80.937,47.128,59.701,75.756,45.227,67.365,78.366,67.99,73.989,92.5,44.941,43.627,11.432,219064,77011,17763,1849,342,332,87,2610,51.359,54.526,49.071,61.347,145286,150789,91541,236827,296075,447,"761
"
0.9,0.5,55.804,56.675,55.19,60.636,76.781,62.064,72.926,81.051,57.814,74.337,76.35,56.756,69.947,78.407,70.11,74.542,94.389,45.729,42.313,11.958,220699,75376,13120,482,348,322,91,1116,53.852,73.38,65.665,83.149,194419,101656,39400,233819,296075,848,"761
"
0.2,0.2,57.09,56.848,57.564,60.655,77.108,62.697,77.177,81.116,59.057,75.903,76.56,58.111,70.182,78.423,70.302,74.482,94.686,45.598,42.181,12.221,220523,75552,12376,356,347,321,93,1012,54.111,75.754,67.672,86.029,200360,95715,32539,232899,296075,938,"761
"
0.7,0.2,57.095,56.796,57.624,60.618,77.055,62.73,77.141,81.092,59.069,76.01,76.508,58.154,70.181,78.419,70.302,74.485,94.682,45.729,42.05,12.221,220532,75543,12386,357,348,320,93,1007,54.107,75.854,67.764,86.138,200632,95443,32286,232918,296075,930,"761
"
0.1,0.2,57.135,56.843,57.657,60.651,77.103,62.772,77.237,81.113,59.103,75.968,76.555,58.157,70.187,78.424,70.307,74.485,94.689,45.729,42.05,12.221,220530,75545,12369,354,348,320,93,1013,54.116,75.854,67.761,86.142,200624,95451,32275,232899,296075,939,"761
"
0.0,0.8,41.877,54.957,32.202,59.805,74.93,59.032,37.899,80.958,43.817,55.121,75.693,41.723,65.883,78.398,66.988,73.401,91.965,42.97,45.598,11.432,217323,78752,18987,3272,327,347,87,3989,50.027,48.237,43.368,54.337,128403,167672,107907,236310,296075,326,"761
"
0.7,0.8,46.42,55.589,39.091,60.265,75.369,59.618,48.404,80.981,48.47,61.333,75.88,46.54,67.466,78.398,68.033,73.997,92.541,43.758,44.941,11.301,219086,76989,17658,1677,333,342,86,2448,51.481,56.04,50.425,63.063,149297,146778,87447,236744,296075,469,"761
"
0.1,0.5,53.546,56.206,51.289,60.33,76.458,60.253,68.429,81.088,55.586,70.882,76.312,54.092,68.569,78.423,69.085,73.995,93.776,45.204,42.838,11.958,219082,76993,14540,1525,344,326,91,1941,52.603,69.493,62.164,78.782,184052,112023,49570,233622,296075,876,"761
"
0.0,0.2,57.125,56.853,57.626,60.662,77.106,62.719,77.222,81.116,59.092,75.951,76.558,58.147,70.183,78.424,70.302,74.488,94.68,45.729,42.05,12.221,220540,75535,12392,355,348,320,93,1016,54.111,75.766,67.687,86.036,200405,95670,32527,232932,296075,933,"761
"
1.0,0.8,46.85,55.491,39.875,60.19,75.266,59.681,49.141,80.926,48.926,62.052,75.761,47.011,67.462,78.356,68.042,74.005,92.542,44.547,44.152,11.301,219111,76964,17657,1717,339,336,86,2492,51.444,57.075,51.358,64.223,152059,144016,84709,236768,296075,463,"761
"
0.2,0.1,57.093,56.824,57.594,60.633,77.095,62.586,77.26,81.109,59.061,75.926,76.546,58.118,70.16,78.423,70.282,74.465,94.682,45.729,42.05,12.221,220471,75604,12384,360,348,320,93,1010,54.093,75.78,67.689,86.067,200411,95664,32444,232855,296075,934,"761
"
0.9,0.8,46.934,55.612,39.906,60.255,75.413,59.335,49.115,80.965,48.979,62.193,75.86,47.18,67.606,78.368,68.142,74.021,92.642,43.495,45.204,11.301,219158,76917,17406,1588,331,344,86,2358,51.594,57.359,51.594,64.573,152757,143318,83807,236564,296075,474,"761
"
0.9,0.2,57.095,56.796,57.624,60.618,77.055,62.73,77.141,81.092,59.069,76.01,76.508,58.154,70.181,78.419,70.302,74.485,94.682,45.729,42.05,12.221,220532,75543,12386,357,348,320,93,1007,54.107,75.854,67.764,86.138,200632,95443,32286,232918,296075,930,"761
"
0.8,0.1,57.076,56.788,57.594,60.608,77.055,62.701,77.129,81.093,59.049,75.983,76.509,58.133,70.167,78.42,70.288,74.472,94.681,45.729,42.05,12.221,220492,75583,12386,359,348,320,93,1009,54.096,75.79,67.702,86.074,200448,95627,32430,232878,296075,932,"761
"
1.0,0.6,53.189,56.296,50.532,60.508,76.283,61.45,64.542,81.025,55.253,70.648,76.174,53.815,69.106,78.393,69.387,74.354,93.739,45.072,43.364,11.564,220144,75931,14705,834,343,330,88,1490,53.04,68.731,61.624,77.69,182454,113621,52395,234849,296075,694,"761
"
0.2,0.0,57.076,56.788,57.594,60.608,77.055,62.701,77.129,81.093,59.049,75.983,76.509,58.133,70.167,78.42,70.288,74.472,94.681,45.729,42.05,12.221,220492,75583,12386,359,348,320,93,1009,54.096,75.79,67.702,86.074,200448,95627,32430,232878,296075,932,"761
"
0.6,0.6,53.146,56.345,50.405,60.509,76.393,60.996,64.98,81.058,55.186,70.43,76.275,53.721,69.075,78.397,69.345,74.276,93.775,44.678,43.758,11.564,219913,76162,14599,801,340,333,88,1453,53.029,68.386,61.276,77.362,181423,114652,53089,234512,296075,725,"761
"
1.0,0.9,46.107,55.352,38.729,60.098,75.172,59.183,47.214,80.939,48.178,61.048,75.711,46.22,67.237,78.369,67.861,73.904,92.441,43.89,44.809,11.301,218810,77265,17892,1846,334,341,86,2681,51.251,55.809,50.214,62.809,148670,147405,88032,236702,296075,445,"761
"
0.1,0.4,56.314,56.697,56.18,60.578,76.973,62.338,75.479,81.13,58.304,74.62,76.521,57.1,69.743,78.431,69.955,74.328,94.444,45.466,42.444,12.089,220066,76009,12946,627,346,323,92,1290,53.712,74.539,66.6,84.625,197187,98888,35825,233012,296075,944,"761
"
0.1,0.6,46.11,55.32,38.766,59.909,75.454,55.249,50.909,80.999,48.125,60.753,75.884,46.102,66.276,78.402,67.53,73.464,92.526,43.495,44.941,11.564,217510,78565,17571,3712,331,342,88,3377,50.41,57.379,51.469,64.823,152386,143689,82695,235081,296075,622,"761
"
0.8,0.3,57.115,56.79,57.667,60.621,77.036,62.736,77.136,81.088,59.093,76.06,76.493,58.181,70.188,78.419,70.309,74.5,94.673,45.729,42.05,12.221,220577,75498,12411,357,348,320,93,1006,54.11,75.879,67.795,86.152,200724,95351,32264,232988,296075,928,"761
"
1.0,0.2,57.095,56.796,57.624,60.618,77.055,62.73,77.141,81.092,59.069,76.01,76.508,58.154,70.181,78.419,70.302,74.485,94.682,45.729,42.05,12.221,220532,75543,12386,357,348,320,93,1007,54.107,75.854,67.764,86.138,200632,95443,32286,232918,296075,930,"761
"
0.6,0.9,45.924,55.512,38.324,60.232,75.287,59.228,47.349,80.986,47.975,60.655,75.872,46.02,67.239,78.363,67.797,73.9,92.371,44.415,44.152,11.432,218800,77275,18070,1652,338,336,87,2537,51.249,55.439,49.896,62.368,147730,148345,89140,236870,296075,446,"761
"
1.0,0.5,55.799,56.707,55.149,60.667,76.792,62.148,72.73,81.054,57.806,74.332,76.364,56.763,69.989,78.4,70.148,74.575,94.396,45.861,42.181,11.958,220798,75277,13107,472,349,321,91,1104,53.881,73.33,65.631,83.075,194316,101759,39589,233905,296075,843,"761
"
0.8,0.4,56.901,56.795,57.237,60.633,77.021,62.656,76.453,81.083,58.877,75.759,76.485,57.945,70.191,78.408,70.312,74.517,94.658,45.729,42.181,12.089,220626,75449,12450,358,348,321,92,1010,54.101,75.321,67.307,85.5,199280,96795,33796,233076,296075,909,"761
"
0.1,0.1,57.093,56.824,57.594,60.633,77.095,62.586,77.26,81.109,59.061,75.926,76.546,58.118,70.16,78.423,70.282,74.465,94.682,45.729,42.05,12.221,220471,75604,12384,360,348,320,93,1010,54.093,75.78,67.689,86.067,200411,95664,32444,232855,296075,934,"761
"
0.2,0.3,57.219,56.776,57.904,60.585,77.107,62.727,78.048,81.132,59.197,75.945,76.575,58.154,70.076,78.439,70.213,74.393,94.681,45.861,41.919,12.221,220258,75817,12374,406,349,319,93,1070,54.036,75.91,67.777,86.262,200672,95403,31960,232632,296075,982,"761
"
0.0,0.3,57.189,56.823,57.791,60.661,77.063,62.867,77.563,81.126,59.177,75.922,76.556,58.123,70.066,78.431,70.212,74.464,94.599,45.992,41.787,12.221,220469,75606,12588,432,350,318,93,1110,54.005,76.014,67.925,86.291,201108,94967,31949,233057,296075,936,"761
"
1.0,0.7,48.372,55.75,42.267,60.307,75.555,59.671,52.971,80.934,50.433,64.257,75.808,48.712,68.064,78.348,68.541,74.18,92.935,44.809,43.89,11.301,219629,76446,16697,1411,341,334,86,2069,52.003,60.083,54.02,67.678,159940,136135,76386,236326,296075,540,"761
"
0.0,1.0,41.508,54.986,31.581,59.811,74.983,59.424,36.908,80.972,43.41,54.723,75.729,41.441,66.019,78.423,67.017,73.391,92.009,44.284,44.152,11.564,217293,78782,18873,2954,337,336,88,3835,50.184,47.878,43.034,53.951,127414,168661,108752,236166,296075,318,"761
"
0.6,1.0,46.456,55.628,39.114,60.277,75.436,59.325,48.699,81.005,48.492,61.317,75.954,46.572,67.524,78.387,68.069,73.987,92.594,44.547,44.021,11.432,219056,77019,17521,1614,339,335,87,2423,51.533,56.548,50.866,63.659,150602,145473,85975,236577,296075,480,"761
"
0.7,0.4,56.861,56.79,57.163,60.627,77.025,62.619,76.422,81.088,58.836,75.69,76.491,57.896,70.171,78.423,70.293,74.502,94.652,45.729,42.181,12.089,220581,75494,12462,361,348,321,92,1007,54.096,75.209,67.203,85.38,198972,97103,34071,233043,296075,910,"761
"
0.1,0.3,57.351,56.785,58.159,60.615,77.074,63.136,77.816,81.132,59.343,76.15,76.56,58.3,70.059,78.435,70.205,74.425,94.633,45.861,41.919,12.221,220355,75720,12496,433,349,319,93,1091,54.009,76.324,68.175,86.686,201849,94226,31002,232851,296075,951,"761
"
0.8,0.6,53.239,56.318,50.604,60.517,76.319,61.332,65.179,81.034,55.298,70.719,76.199,53.888,69.211,78.395,69.475,74.385,93.808,44.941,43.495,11.564,220234,75841,14537,780,342,331,88,1425,53.141,68.783,61.662,77.763,182566,113509,52205,234771,296075,712,"761
"
0.8,0.2,57.095,56.796,57.624,60.618,77.055,62.73,77.141,81.092,59.069,76.01,76.508,58.154,70.181,78.419,70.302,74.485,94.682,45.729,42.05,12.221,220532,75543,12386,357,348,320,93,1007,54.107,75.854,67.764,86.138,200632,95443,32286,232918,296075,930,"761
"
0.7,0.3,57.074,56.805,57.569,60.632,77.046,62.638,77.011,81.092,59.048,76.002,76.505,58.145,70.186,78.418,70.309,74.502,94.671,45.729,42.05,12.221,220583,75492,12417,363,348,320,93,1008,54.107,75.778,67.706,86.034,200460,95615,32540,233000,296075,929,"761
"
0.0,0.1,57.102,56.83,57.605,60.639,77.095,62.598,77.26,81.109,59.07,75.937,76.547,58.127,70.168,78.424,70.289,74.472,94.682,45.729,42.05,12.221,220492,75583,12384,359,348,320,93,1010,54.099,75.81,67.719,86.097,200499,95576,32377,232876,296075,933,"761
"
0.8,0.8,46.305,55.513,38.962,60.195,75.323,59.698,47.952,80.955,48.356,61.222,75.818,46.417,67.394,78.38,67.996,73.956,92.542,44.809,43.89,11.301,218965,77110,17646,1783,341,334,86,2532,51.405,55.638,50.05,62.629,148187,147888,88424,236611,296075,451,"761
"
0.1,0.7,44.14,55.093,35.704,59.918,74.994,58.36,43.516,80.953,46.175,58.19,75.706,44.053,66.028,78.382,67.164,73.53,92.031,43.495,44.809,11.695,217705,78370,18850,3362,331,341,89,3695,50.133,52.994,47.668,59.661,141132,154943,95423,236555,296075,418,"761
"
1.0,0.4,56.884,56.802,57.197,60.642,77.019,62.667,76.317,81.083,58.861,75.749,76.482,57.935,70.205,78.406,70.325,74.531,94.659,45.729,42.181,12.089,220668,75407,12452,358,348,321,92,1010,54.11,75.295,67.29,85.462,199228,96847,33892,233120,296075,908,"761
"
0.1,0.0,57.076,56.788,57.594,60.608,77.055,62.701,77.129,81.093,59.049,75.983,76.509,58.133,70.167,78.42,70.288,74.472,94.681,45.729,42.05,12.221,220492,75583,12386,359,348,320,93,1009,54.096,75.79,67.702,86.074,200448,95627,32430,232878,296075,932,"761
"
0.0,0.6,42.16,54.818,32.79,59.664,74.851,54.659,40.906,80.899,44.14,55.469,75.516,41.888,64.622,78.387,66.938,73.324,91.989,43.89,44.678,11.432,217093,78982,18907,6855,334,340,87,4479,48.775,50.229,45.133,56.622,133628,162447,102372,236000,296075,435,"761
"
1.0,0.3,57.115,56.79,57.667,60.621,77.036,62.736,77.136,81.088,59.093,76.06,76.493,58.181,70.188,78.419,70.309,74.5,94.673,45.729,42.05,12.221,220577,75498,12411,357,348,320,93,1006,54.11,75.879,67.795,86.152,200724,95351,32264,232988,296075,928,"761
"
0.8,0.7,48.342,55.866,42.115,60.317,75.776,59,53.894,80.971,50.348,64.201,75.964,48.77,68.148,78.371,68.606,74.103,93.094,44.021,44.547,11.432,219401,76674,16275,1356,335,339,87,2005,52.12,60.308,54.157,68.036,160345,135730,75331,235676,296075,557,"761
"
1.0,0.1,57.076,56.788,57.594,60.608,77.055,62.701,77.129,81.093,59.049,75.983,76.509,58.133,70.167,78.42,70.288,74.472,94.681,45.729,42.05,12.221,220492,75583,12386,359,348,320,93,1009,54.096,75.79,67.702,86.074,200448,95627,32430,232878,296075,932,"761
"
